" "," ","編號","股票","類別","2019","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","收盤價",""
" "," ","1104","6111 大宇資","櫃文創","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","72.60"," "
" "," ","1105","6112 聚碩","資服","2.00","2.50","2.50","2.00","2.00","2.00","3.00","3.00","3.00","2.50","2.00","1.20","2.00","0.90","0.10","38.75"," "
" "," ","1106","6113 亞矽","櫃通路","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11.45"," "
" "," ","1107","6114 翔昇","櫃電零","1.20","1.50","2.00","3.00","3.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.45"," "
" "," ","1108","6115 鎰勝","電零","3.00","3.00","3.00","4.00","3.49","3.49","3.44","3.14","3.50","3.50","4.50","2.95","4.00","3.46","2.13","42.10"," "
" "," ","1109","6116 彩晶","光電","0.00","0.30","0.50","0.50","0.00","0.00","1.30","0.00","0.00","0.00","0.00","0.00","1.50","0.00","0.00","16.20"," "
" "," ","1110","6117 迎廣","電腦","0.00","0.00","1.20","0.00","0.00","0.30","0.25","0.20","0.40","0.30","0.20","0.50","0.30","0.50","0.31","16.20"," "
" "," ","1111","6118 建達","櫃通路","0.00","0.00","0.00","0.00","0.00","0.00","0.20","0.30","0.20","0.25","0.60","0.40","0.60","0.00","0.50","12.85"," "
" "," ","1112","6120 達運","光電","0.00","0.34","0.40","0.28","0.21","0.80","0.00","0.21","0.49","1.65","0.99","0.00","0.55","1.50","2.50","11.75"," "
" "," ","1113","6122 擎邦國際","櫃電機","0.80","0.00","0.00","0.00","0.00","0.00","0.00","0.80","1.00","1.60","1.70","1.29","0.96","1.00","0.86","11.00"," "
" "," ","1114","6123 上奇科技","櫃電腦","3.60","3.60","3.00","3.00","2.08","1.51","1.30","2.20","2.70","2.80","1.00","1.40","1.83","1.20","0.55","48.00"," "
" "," ","1115","6124 業強","櫃電零","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.07","2.01","2.01","24.30"," "
" "," ","1116","6125 廣運機械","櫃光電","2.00","0.51","0.30","0.50","0.50","0.50","0.50","0.00","0.20","1.36","1.00","2.50","3.50","3.00","2.95","22.75"," "
" "," ","1117","6126 信音企業","櫃電零","0.70","0.30","0.68","0.00","0.00","0.00","0.50","1.50","2.50","2.50","3.50","0.80","2.01","2.55","1.80","23.30"," "
" "," ","1118","6127 九豪精密","櫃電零","0.00","0.00","0.25","0.30","0.00","0.00","0.00","0.00","0.30","0.52","0.00","0.00","0.45","0.35","0.00","28.30"," "
" "," ","1119","6128 上福","電腦","2.40","2.00","0.50","2.80","3.00","2.80","2.25","1.70","2.50","3.10","3.60","1.90","1.45","2.61","0.80","24.90"," "
" "," ","1120","6129 普誠","櫃半導","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.20","0.50","1.00","0.60","0.00","0.60","0.87","1.20","30.85"," "
" "," ","1121","6130 基因","櫃生技","0.00","0.00","0.00","0.00","0.00","2.00","1.00","3.25","0.00","0.00","0.00","0.00","0.00","0.00","0.00","26.30"," "
" "," ","1122","6133 金橋","電零","0.25","0.25","0.25","0.20","0.40","0.39","0.30","0.00","0.00","0.00","0.00","0.30","1.50","1.86","1.45","8.32"," "
" "," ","1123","6134 萬旭電業","櫃電零","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.50","5.50","1.50","3.00","2.00","2.00","15.70"," "
" "," ","1124","6136 富爾特","通信","1.40","1.50","1.80","2.00","2.10","2.31","2.30","2.50","3.00","4.40","3.35","2.80","2.72","2.40","0.00","16.85"," "
" "," ","1125","6138 茂達電子","櫃半導","4.30","4.20","2.40","2.12","1.50","1.89","0.49","0.98","1.53","1.50","1.50","0.70","2.00","0.56","2.20","155.50"," "
" "," ","1126","6139 亞翔","他電","1.50","1.50","1.50","1.50","0.88","0.80","1.50","2.00","3.00","3.00","1.00","2.50","4.00","4.00","4.87","29.05"," "
" "," ","1127","6140 訊達電腦","櫃資服","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.50","0.50","0.00","0.65","0.86","0.75","0.30","15.65"," "
" "," ","1128","6141 柏承","電零","0.40","0.10","0.50","0.30","0.30","0.30","0.80","0.50","0.80","1.00","0.80","1.08","2.64","2.55","2.03","24.60"," "
" "," ","1129","6142 友勁","通信","0.00","0.00","0.00","0.56","0.00","0.00","0.40","0.55","0.00","0.70","1.42","0.40","2.04","1.60","3.73","11.45"," "
" "," ","1130","6143 振曜科技","櫃通信","2.80","4.00","2.00","3.00","2.00","5.00","8.00","4.99","2.00","2.00","1.60","1.00","2.47","1.92","1.32","44.15"," "
" "," ","1131","6144 得利影視","櫃文創","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","13.85"," "
" "," ","1132","6147 頎邦科技","櫃半導","4.20","3.50","2.35","2.10","2.10","2.60","2.60","2.60","2.00","2.00","0.00","0.00","2.50","1.21","2.06","73.60"," "
" "," ","1133","6148 驊宏資","櫃資服","0.32","1.00","0.00","0.00","0.00","0.46","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","13.05"," "
" "," ","1134","6150 撼訊","櫃電腦","0.00","2.00","6.00","0.00","0.00","0.00","0.00","0.00","0.50","2.70","2.50","0.50","0.00","0.00","0.00","147.00"," "
" "," ","1135","6151 晉倫","櫃他電","1.00","1.30","2.00","2.20","2.20","1.20","1.40","0.90","1.60","2.00","1.92","0.67","1.13","1.65","2.12","34.60"," "
" "," ","1136","6152 百一","通信","0.00","0.00","0.00","0.00","0.00","0.00","1.50","2.00","2.02","1.81","1.98","1.48","2.20","0.00","0.00","8.22"," "
" "," ","1137","6153 嘉聯益","電零","0.25","0.60","0.20","0.50","1.00","0.63","1.00","1.50","2.00","2.00","1.09","0.00","0.70","1.50","2.40","26.20"," "
" "," ","1138","6154 順發電腦","櫃通路","0.60","1.00","1.00","1.00","1.00","1.35","1.50","1.20","2.00","2.00","1.50","1.50","4.72","3.60","2.32","17.90"," "
" "," ","1139","6155 鈞寶","電零","1.04","1.00","0.45","0.85","1.15","1.30","1.70","1.25","1.11","1.36","2.30","1.60","2.56","2.48","1.99","23.60"," "
" "," ","1140","6156 松上","櫃電零","0.20","0.40","0.80","0.80","0.30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.95","1.00","15.95"," "
" "," ","1141","6158 禾昌興業","櫃電零","0.30","10.00","1.22","1.20","0.49","0.00","0.00","0.95","1.00","2.40","4.00","2.05","2.00","1.80","3.00","31.95"," "
" "," ","1142","6160 欣技","櫃電腦","0.00","0.73","0.00","1.00","1.00","1.00","0.60","1.00","2.30","2.50","1.50","3.80","5.20","4.80","5.40","17.35"," "
" "," ","1143","6161 捷波","櫃電腦","0.90","1.60","1.10","0.90","0.20","0.40","0.20","0.00","1.68","0.30","1.40","0.00","0.80","0.94","1.30","24.70"," "
" "," ","1144","6163 華電網","櫃通信","0.41","0.30","0.50","0.00","0.00","0.00","1.50","1.67","0.49","0.00","0.60","2.60","0.00","0.00","0.00","16.85"," "
" "," ","1145","6164 華興","光電","0.00","0.20","0.40","0.85","0.54","0.85","1.00","0.30","0.50","0.88","0.85","0.85","1.40","1.28","0.77","15.00"," "
" "," ","1146","6165 捷泰","電零","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.30","0.00","0.41","0.85","0.85","33.90"," "
" "," ","1147","6166 凌華","電腦","1.60","1.30","1.50","1.80","2.40","2.80","2.20","1.00","2.50","4.00","1.20","1.50","2.80","2.39","3.01","61.90"," "
" "," ","1148","6167 久正","櫃光電","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.40","0.00","0.00","8.59"," "
" "," ","1149","6168 宏齊","光電","0.00","1.00","1.00","0.00","0.00","1.50","0.11","0.00","0.25","1.00","0.97","1.00","1.50","1.30","1.16","26.80"," "
" "," ","1150","6169 昱泉","櫃文創","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","8.90","3.95","0.52","0.00","0.00","18.80"," "
" "," ","1151","6171 亞銳士","櫃營建","0.30","0.20","0.30","0.20","0.30","0.00","0.00","0.00","0.20","0.00","0.00","0.30","0.00","0.25","0.54","26.50"," "
" "," ","1152","6172 互億","電腦","0.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.80","42.10"," "
" "," ","1153","6173 信昌電","櫃電零","1.80","4.30","1.50","0.30","0.35","0.40","0.00","0.00","0.00","1.40","0.70","0.20","0.46","0.00","0.00","58.40"," "
" "," ","1154","6174 安碁","櫃電零","0.00","1.00","0.50","1.00","1.00","1.20","1.20","0.30","0.10","0.25","0.00","0.00","0.00","0.00","0.00","22.80"," "
" "," ","1155","6175 立敦","櫃電零","0.50","1.50","2.00","0.50","0.30","0.17","0.10","0.50","1.40","0.52","0.00","0.00","0.00","0.00","0.00","44.60"," "
" "," ","1156","6176 瑞儀","光電","8.00","7.00","4.80","4.50","4.50","5.50","7.00","8.30","6.80","4.10","2.60","2.00","3.30","2.80","4.50","97.50"," "
" "," ","1157","6177 達麗","營建","3.00","1.00","4.42","2.20","3.08","5.20","0.26","2.08","1.50","3.09","1.47","0.89","0.00","0.00","0.00","29.45"," "
" "," ","1158","6179 亞通","櫃其他","1.50","1.50","2.00","2.88","2.60","0.20","0.00","0.00","0.00","0.00","0.00","0.00","0.50","0.60","1.20","28.30"," "
" "," ","1159","6180 橘子","櫃文創","3.10","6.20","0.50","0.00","1.20","0.70","0.50","0.00","0.80","1.20","1.30","1.00","1.95","1.39","0.00","61.60"," "
" "," ","1160","6182 合晶","櫃半導","1.80","2.50","0.38","0.00","0.00","0.00","0.00","0.00","0.20","1.30","0.00","2.30","3.71","3.01","1.18","64.60"," "
" "," ","1161","6183 關貿","資服","1.75","1.66","1.50","1.22","1.20","1.10","1.07","1.01","1.01","1.01","0.74","0.78","0.68","0.75","0.50","51.00"," "
" "," ","1162","6184 大豐電","其他","3.00","2.50","2.50","0.50","1.80","1.99","2.50","3.00","3.80","3.80","3.50","3.00","3.30","3.00","3.00","43.25"," "
" "," ","1163","6185 幃翔","櫃電零","0.50","0.70","1.00","1.70","2.00","2.50","2.80","2.00","1.00","2.70","1.53","0.70","1.51","1.00","2.50","12.80"," "
" "," ","1164","6186 新潤","櫃營建","3.00","1.00","1.50","2.00","3.50","3.00","3.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","28.30"," "
" "," ","1165","6187 萬潤","櫃他電","1.53","3.10","3.10","3.00","2.03","1.75","1.20","0.00","0.00","0.00","0.99","1.25","1.16","0.81","1.00","129.50"," "
" "," ","1166","6188 廣明","櫃電腦","2.00","1.50","1.20","1.50","1.20","3.20","3.00","1.30","1.30","2.00","3.20","3.10","3.60","2.95","4.00","36.15"," "
" "," ","1167","6189 豐藝","通路","2.28","2.63","1.80","2.30","3.00","3.20","3.00","2.20","2.20","2.00","2.00","1.60","3.00","3.27","3.50","38.50"," "
" "," ","1168","6190 萬泰科技","櫃通信","0.80","1.00","0.60","0.52","0.00","0.00","0.00","0.00","0.20","0.30","0.48","0.00","1.40","1.11","0.10","23.80"," "
" "," ","1169","6191 精成科","電零","0.50","0.30","0.60","0.40","0.00","0.00","0.00","0.00","1.24","0.92","1.79","1.00","3.52","3.50","3.50","32.50"," "
" "," ","1170","6192 巨路","他電","3.30","3.30","3.30","2.00","3.00","3.00","3.00","3.50","4.00","3.50","3.50","2.50","4.50","3.20","2.00","69.50"," "
" "," ","1171","6194 育富電子","櫃電零","1.10","0.75","0.75","0.75","0.75","0.75","1.20","1.20","2.04","2.00","3.00","2.20","3.30","3.30","4.50","29.00"," "
" "," ","1172","6195 詩肯","櫃貿易","1.80","3.00","3.94","3.00","3.50","5.11","5.50","4.50","5.00","2.00","0.00","0.50","0.00","0.00","0.00","49.95"," "
" "," ","1173","6196 帆宣","他電","2.60","3.00","2.48","2.20","2.00","2.00","1.10","1.00","1.00","0.99","0.30","1.00","0.50","1.50","2.50","114.50"," "
" "," ","1174","6197 佳必琪","電零","3.00","2.00","1.68","1.20","2.00","2.23","1.20","0.80","0.00","0.00","1.30","0.00","2.80","4.00","2.00","34.80"," "
" "," ","1175","6198 凌泰","櫃半導","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","34.50"," "
" "," ","1176","6199 精威","櫃其他","0.20","0.20","0.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.70"," "
" "," ","1177","6201 亞弘電","他電","2.50","2.70","2.10","3.00","2.00","1.80","2.00","1.80","2.10","2.00","2.00","2.00","2.80","2.10","2.50","42.80"," "
" "," ","1178","6202 盛群","半導","4.05","4.70","4.10","3.50","3.57","3.50","3.30","2.50","2.30","3.16","2.50","2.45","3.04","3.79","3.42","124.50"," "
" "," ","1179","6203 海韻電","櫃電零","2.50","2.50","1.20","2.00","2.00","3.50","3.00","2.80","2.70","3.50","6.21","5.09","8.59","3.83","2.40","95.80"," "
" "," ","1180","6204 艾華","櫃電零","2.00","1.00","1.10","1.00","0.70","1.00","1.10","1.00","1.60","2.20","2.00","1.35","2.00","2.00","2.00","94.00"," "
" "," ","1181","6205 詮欣","電零","1.21","1.50","1.20","2.00","2.00","2.20","1.50","1.20","0.39","0.60","1.50","0.80","4.02","2.50","3.00","31.45"," "
" "," ","1182","6206 飛捷","電腦","4.50","5.00","4.50","5.00","6.00","6.45","7.00","4.31","4.50","5.50","4.50","4.00","6.00","5.00","4.00","62.80"," "
" "," ","1183","6207 雷科","櫃電零","1.20","2.50","1.80","1.50","2.50","1.86","0.70","0.65","1.50","2.97","1.65","0.53","3.23","3.00","1.08","31.15"," "
" "," ","1184","6208 日揚","櫃電零","1.70","1.70","1.40","0.80","0.20","0.80","0.60","0.30","1.50","0.50","0.00","0.30","1.00","2.00","1.85","40.40"," "
" "," ","1185","6209 今國光","光電","0.00","0.00","0.00","0.50","0.00","0.00","0.60","1.60","1.20","1.00","0.00","0.00","1.20","2.50","4.00","29.70"," "
" "," ","1186","6210 慶生","櫃電零","3.00","2.60","3.50","2.00","4.00","4.00","3.50","3.00","3.00","4.00","1.00","0.70","0.45","0.00","0.00","40.20"," "
" "," ","1187","6212 理銘","櫃營建","0.00","3.00","1.50","1.50","1.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","57.80"," "
" "," ","1188","6213 聯茂","電零","5.00","3.80","3.10","2.50","1.60","1.22","2.20","2.50","2.50","2.55","1.50","1.03","3.14","2.64","1.53","130.50"," "
" "," ","1189","6214 精誠","資服","5.00","5.00","5.00","5.00","5.00","4.98","3.00","2.00","2.00","2.06","2.00","0.00","1.00","1.00","2.50","85.50"," "
" "," ","1190","6215 和椿","他電","0.50","0.50","0.60","0.50","0.25","1.00","0.60","0.00","0.40","1.80","0.00","0.75","1.75","1.60","2.52","30.95"," "
" "," ","1191","6216 居易","通信","1.87","1.98","2.06","2.69","2.58","2.12","1.62","1.35","2.24","1.18","1.55","1.60","3.35","1.48","1.50","25.90"," "
" "," ","1192","6217 中探針","櫃電零","1.02","0.70","1.60","1.80","2.80","1.84","0.78","0.70","0.60","0.40","0.00","0.00","0.00","0.00","0.00","40.95"," "
" "," ","1193","6218 豪勉","櫃通信","1.40","1.60","1.20","1.20","1.00","1.00","1.00","1.50","2.50","4.00","1.50","1.50","2.50","4.00","1.50","18.95"," "
" "," ","1194","6219 富旺","櫃營建","0.65","0.64","0.75","0.09","0.12","2.41","1.38","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.70"," "
" "," ","1195","6220 岳豐","櫃電零","0.85","2.00","2.30","2.30","1.25","0.61","0.00","0.00","0.25","0.25","1.48","0.50","0.62","1.00","1.30","22.50"," "
" "," ","1196","6221 晉泰","櫃資服","2.50","2.50","0.50","0.50","2.19","1.30","1.60","1.50","1.90","0.79","0.00","0.70","1.16","0.65","0.00","58.50"," "
" "," ","1197","6222 上揚","櫃電腦","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","15.40"," "
" "," ","1198","6223 旺矽","櫃半導","2.48","2.00","0.50","4.20","3.00","4.01","2.10","2.50","4.50","5.79","0.00","0.60","3.57","3.53","1.00","160.00"," "
" "," ","1199","6224 聚鼎","電零","4.00","3.75","3.00","4.55","4.30","4.20","4.10","4.10","3.91","3.48","2.49","2.05","2.41","2.18","1.86","136.00"," "
" "," ","1200","6226 光鼎","光電","0.40","0.12","0.12","0.20","0.00","0.25","0.20","0.00","0.00","0.40","0.00","0.37","0.70","0.60","0.49","14.05"," "
" "," ","1201","6227 茂綸","櫃通路","1.00","1.50","1.10","1.00","1.00","0.90","0.40","0.50","0.50","0.80","1.00","1.00","1.41","1.60","2.15","31.90"," "
" "," ","1202","6228 全譜","櫃電腦","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9.23"," "
" "," ","1203","6229 研通","櫃半導","0.54","0.93","0.46","0.67","0.04","0.78","0.97","0.12","0.50","1.09","0.50","0.60","1.20","2.00","1.30","40.35"," "
" "," ","1204","6230 超眾","電腦","4.87","4.70","3.95","7.50","5.50","4.00","3.20","3.00","1.50","2.50","2.50","2.20","2.00","1.10","2.00","180.00"," "
" "," ","1205","6231 系微","櫃資服","2.00","1.50","0.85","0.30","0.85","0.40","0.55","2.49","7.50","5.50","5.75","1.99","0.45","0.00","0.00","69.00"," "
" "," ","1206","6233 旺玖","櫃半導","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.70","0.00","1.03","38.70"," "
" "," ","1207","6234 高僑","櫃光電","1.20","0.60","0.30","0.50","4.00","0.90","0.20","0.20","0.20","0.00","0.00","0.08","1.00","2.80","5.02","20.65"," "
" "," ","1208","6235 華孚","電腦","0.00","0.50","0.30","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.40","1.20","17.15"," "
" "," ","1209","6236 凌越","櫃其他","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11.70"," "
" "," ","1210","6237 驊訊","櫃半導","0.25","0.25","0.50","0.25","0.25","0.70","0.99","1.00","0.25","0.00","0.00","0.25","5.00","5.48","5.00","111.00"," "
" "," ","1211","6239 力成","半導","4.50","4.80","4.50","4.00","3.50","3.00","2.00","3.00","2.05","5.00","3.50","3.50","5.00","5.00","4.50","108.50"," "
" "," ","1212","6240 松崗","櫃資服","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","14.45"," "
" "," ","1213","6241 易通展","櫃通信","0.00","0.00","0.00","0.00","0.00","1.80","1.50","1.60","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.00"," "
" "," ","1214","6242 亨豐","櫃生技","2.00","2.50","2.50","1.30","1.15","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","42.50"," "
" "," ","1215","6243 迅杰","半導","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.75","1.90","1.28","4.33","3.24","2.59","18.90"," "
" "," ","1216","6244 茂迪","櫃光電","0.00","0.00","0.00","0.00","0.00","0.00","0.50","0.00","0.00","7.00","1.00","5.00","8.99","10.63","10.89","28.35"," "
" "," ","1217","6245 立端科技","櫃通信","2.80","2.80","2.20","3.00","1.97","1.96","2.14","1.98","1.30","0.25","0.25","0.62","2.00","0.46","0.48","53.10"," "
" "," ","1218","6246 臺龍","櫃光電","0.00","0.40","0.40","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.80"," "
" "," ","1219","6247 淇譽電","櫃他電","0.00","0.00","0.20","0.15","0.50","0.10","0.00","0.20","0.20","0.45","0.75","0.20","0.26","0.28","1.50","9.99"," "
" "," ","1220","6248 沛波","櫃鋼鐵","2.20","0.00","0.70","0.80","0.65","0.00","0.00","0.00","0.00","0.00","0.00","0.10","0.00","0.48","0.51","20.40"," "
" "," ","1221","6251 定穎","電零","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.50","1.01","2.00","2.00","3.00","4.00","4.00","21.75"," "
" "," ","1222","6257 矽格","半導","2.20","2.06","1.76","1.65","1.60","2.12","1.80","2.10","1.62","2.27","1.20","0.50","1.59","1.52","0.92","62.20"," "
" "," ","1223","6259 百徽","櫃電零","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.80"," "
" "," ","1224","6261 久元","櫃半導","3.00","3.00","4.10","3.10","3.30","5.10","3.77","4.76","5.34","4.76","3.10","3.10","4.50","4.99","3.48","88.10"," "
" "," ","1225","6263 普萊德","櫃通信","4.50","4.30","4.30","3.90","3.80","3.50","2.80","2.30","1.40","1.50","2.00","2.30","3.30","3.60","4.20","64.30"," "
" "," ","1226","6264 德士通","櫃營建","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.50","9.22"," "
" "," ","1227","6265 方土昶","櫃通路","0.00","0.00","0.00","0.00","0.55","0.87","0.38","0.00","0.08","0.00","0.00","1.54","0.55","0.00","0.40","10.15"," "
" "," ","1228","6266 泰詠","櫃電零","1.58","2.44","1.16","0.68","1.60","0.96","0.58","0.28","0.62","1.26","0.00","0.00","1.11","0.89","0.00","19.45"," "
" "," ","1229","6269 台郡","電零","3.50","5.00","5.02","5.00","5.00","2.48","3.50","2.49","2.45","2.20","2.04","2.00","0.00","0.00","0.00","119.00"," "
" "," ","1230","6270 倍微","櫃通路","1.30","1.00","0.97","0.50","0.50","0.55","0.50","0.50","1.00","2.00","1.99","2.00","2.55","2.70","2.99","20.15"," "
" "," ","1231","6274 台燿","櫃電零","4.60","4.40","3.19","2.10","1.60","1.61","1.20","0.80","0.60","0.80","0.20","0.20","1.00","1.40","0.75","111.00"," "
" "," ","1232","6275 元山","櫃他電","0.00","0.00","0.60","0.60","0.39","0.47","0.00","0.00","0.00","0.50","0.00","0.00","1.01","0.80","1.00","28.85"," "
" "," ","1233","6276 安鈦克","櫃電腦","0.66","0.00","0.00","0.00","0.00","0.60","0.80","2.00","0.00","0.00","0.00","0.00","0.00","0.42","0.00","24.80"," "
" "," ","1234","6277 宏正","電腦","5.30","8.00","5.50","5.80","5.20","5.70","5.00","3.30","3.50","4.10","3.00","3.20","5.02","6.00","5.00","82.20"," "
" "," ","1235","6278 台表科","光電","2.80","1.30","1.30","1.00","1.50","2.00","2.20","2.00","2.70","3.80","3.50","2.20","3.50","3.50","3.00","108.00"," "
" "," ","1236","6279 胡連","櫃電零","3.25","4.00","8.00","6.00","5.60","5.60","6.00","3.30","3.10","3.99","3.50","2.00","2.90","2.60","2.80","121.00"," "
" "," ","1237","6281 全國電","通路","4.00","4.00","4.00","4.30","3.70","3.90","3.50","4.90","4.00","3.48","3.56","3.20","3.50","3.30","3.01","83.50"," "
" "," ","1238","6282 康舒","電零","1.10","1.00","0.90","1.40","1.50","1.58","1.80","1.50","0.70","1.30","1.65","1.55","1.20","0.00","0.80","25.90"," "
" "," ","1239","6283 淳安","他電","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.50","2.03","1.50","1.00","47.40"," "
" "," ","1240","6284 佳邦","櫃電零","0.50","0.80","0.46","0.46","1.00","1.00","0.44","0.00","0.50","1.60","0.51","0.50","4.73","4.11","3.01","53.80"," "
" "," ","1241","6285 啟卅卅","通信","2.50","3.50","3.90","4.00","4.00","2.90","3.20","2.50","4.00","4.00","2.29","1.50","3.50","4.99","3.00","70.00"," "
" "," ","1242","6287 元隆","櫃半導","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","13.70"," "
" "," ","1243","6289 華上","光電","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.97","0.84","2.90"," "
" "," ","1244","6290 良維","櫃電零","3.55","1.49","1.50","2.67","2.00","1.81","1.43","2.00","1.05","2.50","2.98","0.75","0.00","0.80","1.49","54.00"," "
" "," ","1245","6291 沛亨","櫃半導","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.90","0.00","2.14","33.10"," "
" "," ","1246","6292 迅德","櫃電零","3.50","2.30","2.30","3.20","2.00","3.00","3.20","2.50","1.50","2.90","1.60","0.41","1.25","1.00","0.80","40.50"," "
" "," ","1247","6294 智基科","櫃文創","8.00","8.00","8.50","8.50","5.80","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","144.00"," "
" "," ","1248","6404 F-通訊","櫃資服","0.00","0.00","0.00","0.00","0.20","1.53","7.90","2.00","-","-","-","-","-","-","-","6.90"," "
" "," ","1249","6405 悅城","光電","0.50","0.50","0.50","0.20","0.00","2.00","3.00","6.00","-","-","-","-","-","-","-","29.40"," "
" "," ","1250","6411 晶焱","櫃半導","4.80","4.77","3.80","2.40","1.80","1.50","1.50","1.50","2.00","-","-","-","-","-","-","153.00"," "
" "," ","1251","6412 群電","電零","3.20","2.00","3.15","2.80","2.40","2.38","2.00","2.00","-","-","-","-","-","-","-","67.10"," "
" "," ","1252","6414 樺漢","電腦","4.98","7.00","8.88","10.00","8.82","6.00","5.00","2.86","-","-","-","-","-","-","-","199.00"," "
" "," ","1253","6417 韋僑","櫃通信","1.10","0.60","0.70","1.50","1.50","0.80","0.20","0.70","-","-","-","-","-","-","-","74.20"," "
" "," ","1254","6419 京晨科","櫃光電","0.00","0.00","0.00","0.00","0.00","0.72","6.08","3.56","-","-","-","-","-","-","-","34.00"," "
" "," ","1255","6426 統新","櫃通信","2.00","1.49","1.49","1.50","1.50","1.51","1.00","5.08","-","-","-","-","-","-","-","60.80"," "
" "," ","1256","6431 光麗-KY","光電","0.00","0.00","0.00","0.00","0.00","2.50","2.50","-","-","-","-","-","-","-","-","32.30"," "
" "," ","1257","6432 今展科","櫃電零","1.30","1.60","0.38","1.40","2.50","1.85","2.00","-","-","-","-","-","-","-","-","37.90"," "
" "," ","1258","6435 大中","櫃半導","4.30","7.07","3.50","3.00","3.00","2.95","2.16","-","-","-","-","-","-","-","-","123.00"," "
" "," ","1259","6438 迅得","櫃他電","1.52","2.80","4.00","2.00","3.50","3.50","6.00","-","-","-","-","-","-","-","-","115.50"," "
" "," ","1260","6441 廣錠","櫃電腦","0.44","2.00","4.50","4.00","2.00","3.42","4.00","-","-","-","-","-","-","-","-","50.40"," "
" "," ","1261","6442 光聖","通信","1.36","2.00","2.00","3.30","3.00","2.00","2.11","-","-","-","-","-","-","-","-","34.10"," "
" "," ","1262","6443 元晶","光電","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-","-","-","-","-","-","-","-","27.50"," "
" "," ","1263","6446 藥華藥","櫃生技","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-","-","-","-","-","-","-","-","89.00"," "
" "," ","1264","6449 鈺邦","電零","1.00","0.99","1.85","1.80","1.60","1.60","0.80","-","-","-","-","-","-","-","-","52.40"," "
" "," ","1265","6451 訊芯-KY","半導","3.70","2.33","0.94","5.40","6.00","7.50","3.30","-","-","-","-","-","-","-","-","93.50"," "
